Type,Basis_Of_Record,Master_Family,Master_Plant_Code,Master_Species,Scientific_Name,Taxon_ID,UT_Family,CO_Family,WY_Family,UT_Plant_Code,UT_Species,CO_Plant_Code,CO_Species,WY_Plant_Code,WY_Species,Add_Synonyms,Taxonomic_Notes,Master_Common_Name,Lifeform,Duration,Nativity,Trinomial,Trinomial_Description,Unique_Species,Unique_Species_Description,LU_Code,Wetland_Code,Wetland_Code_Description,Wetland_Code_Info_Source,Photosynthetic_Pathway
Dataset,HumanObservation,Brassicaceae,SCHOE2,Schoenocrambe sp.,Schoenocrambe,23295,Cruciferae,Brassicaceae,Brassicaceae,SCHOE2,Schoenocrambe sp.,SCHOE2,Schoenocrambe sp.,SCHOE2,Schoenocrambe sp.,NA,NA,Plainsmustard,Forb,Perennial,Native,0,FALSE,0,FALSE,SCHOENOCRAMBE,UPL,Upland,NA,NA
Dataset,HumanObservation,Cyperaceae,SCHOE6,Schoenoplectus sp.,Schoenoplectus,500920,Cyperaceae,Cyperaceae,Cyperaceae,SCHOE6,Schoenoplectus sp.,SCHOE6,Schoenoplectus sp.,SCHOE6,Schoenoplectus sp.,NA,NA,Bulrush,NA,NA,NA,0,FALSE,0,FALSE,SCHOENOPLECTUS,OBL,Obligate Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Cyperaceae,SCIRP,Scirpus sp.,Scirpus,40225,Cyperaceae,Cyperaceae,Cyperaceae,SCIRP,Scirpus sp.,SCIRP,Scirpus sp.,SCIRP,Scirpus sp.,NA,NA,Bulrush,Graminoid,Perennial,Native,0,FALSE,0,FALSE,SCIRPUS,OBL,Obligate Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Scrophulariaceae,SCLA,Scrophularia lanceolata,Scrophularia lanceolata,34036,Scrophulariaceae,Scrophulariaceae,Scrophulariaceae,SCLA,Scrophularia lanceolata,SCLA,Scrophularia lanceolata,SCLA,Scrophularia lanceolata,NA,NA,Lance-leaf figwort,Forb,Perennial,Native,0,FALSE,1,TRUE,SCRLAN,UPL,Upland,NA,NA
Dataset,HumanObservation,Cactaceae,SCLER10,Sclerocactus sp.,Sclerocactus,19758,Cactaceae,Cactaceae,Cactaceae,SCLER10,Sclerocactus sp.,SCLER10,Sclerocactus sp.,SCLER10,Sclerocactus sp.,NA,NA,Fishhook cactus,DwarfShrub,Perennial,Native,0,FALSE,0,FALSE,SCLEROCACTUS,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,SCLER4,Sclerochloa sp.,Sclerochloa,42080,Gramineae,Poaceae,Poaceae,SCLER4,Sclerochloa sp.,SCLER4,Sclerochloa sp.,SCLER4,Sclerochloa sp.,NA,NA,Hardgrass,NA,NA,NA,0,FALSE,0,FALSE,SCLEROCHLOA,NA,NA,NA,C3
Dataset,HumanObservation,Brassicaceae,SCLI,Schoenocrambe linifolia,Schoenocrambe linifolia,23296,Cruciferae,Brassicaceae,Brassicaceae,SCLI,Schoenocrambe linifolia,SCLI,Schoenocrambe linifolia,SCLI,Schoenocrambe linifolia,Sisymbrium linifolium,NA,Flax-leaved plainsmustard,Forb,Perennial,Native,0,FALSE,1,TRUE,SCHLIN,UPL,Upland,NA,NA
Dataset,HumanObservation,Cyperaceae,SCMA8,Schoenoplectus maritimus,Schoenoplectus maritimus,521093,Cyperaceae,Cyperaceae,NA,SCMA,Scirpus maritimus,BOMAP,Bolboschoenus maritimus,NA,NA,"Scirpus maritimus var. paludosus, Bolboschoenus maritimus var. paludosus",NA,Alkali bulrush,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SCIMAR,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Cyperaceae,SCMI2,Scirpus microcarpus,Scirpus microcarpus,40235,Cyperaceae,Cyperaceae,NA,SCMI2,Scirpus microcarpus,SCMI2,Scirpus microcarpus,NA,NA,NA,NA,Panicled bulrush,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SCIMIC,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,SCPA,Schedonnardus paniculatus,Schedonnardus paniculatus,42063,Gramineae,NA,NA,SCPA,Schedonnardus paniculatus,NA,NA,NA,NA,NA,NA,Tumble grass,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SCHPAN,UPL,Upland,NA,C4
Dataset,HumanObservation,Cyperaceae,SCPA8,Scirpus pallidus,Scirpus pallidus,40270,Cyperaceae,Cyperaceae,NA,SCPA8,Scirpus pallidus,SCPA8,Scirpus pallidus,NA,NA,Scirpus atrovirens var. pallidus,NA,Pale bulrush,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SCIPAL,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,SCPU,Schizachne purpurascens,Schizachne purpurascens,42068,Gramineae,NA,NA,SCPU,Schizachne purpurascens,NA,NA,NA,NA,NA,NA,False melic,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SCHPUR,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",C3
Dataset,HumanObservation,Cyperaceae,SCPU10,Schoenoplectus pungens,Schoenoplectus pungens,508146,Cyperaceae,Cyperaceae,Cyperaceae,SCPU10,Scirpus pungens,SCPU10,Schoenoplectus pungens,SCPU10,Schoenoplectus pungens,NA,NA,Common threesquare,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SCIPUN,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Scrophulariaceae,SCROP,Scrophularia sp.,Scrophularia,34030,Scrophulariaceae,Scrophulariaceae,Scrophulariaceae,SCROP,Scrophularia sp.,SCROP,Scrophularia sp.,SCROP,Scrophularia sp.,NA,NA,Figwort,NA,NA,NA,0,FALSE,0,FALSE,SCROPHULARIA,NA,NA,NA,NA
Dataset,HumanObservation,Cyperaceae,SCSA8,Schoenoplectus saximontanus,Schoenoplectus saximontanus,565498,Cyperaceae,NA,NA,SCSUS,Scirpus supinus,NA,NA,NA,NA,Scirpus supinus,NA,Sharpscale bulrush,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SCISUP,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,SCSC,Schizachyrium scoparium,Schizachyrium scoparium,42076,Gramineae,Poaceae,NA,SCSC,Schizachyrium scoparium,SCSC,Schizachyrium scoparium,NA,NA,"Andropogon scoparius, Schizachyrium scoparium var. neomexicanum",NA,Little bluestem,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SCHSCO,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Cyperaceae,SCTA2,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,507797,Cyperaceae,Cyperaceae,NA,SCVA,Scirpus validus,SCLAV,NA,NA,NA,NA,NA,Soft-stem bulrush,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SCIVAL,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Lamiaceae,SCUTE,Scutellaria sp.,Scutellaria,32764,Labiatae,Lamiaceae,Lamiaceae,SCUTE,Scutellaria sp.,SCUTE,Scutellaria sp.,SCUTE,Scutellaria sp.,NA,NA,Skullcap,NA,NA,NA,0,FALSE,0,FALSE,SCUTELLARIA,NA,NA,NA,NA
Dataset,HumanObservation,Cactaceae,SCWH,Sclerocactus whipplei,Sclerocactus whipplei,19765,Cactaceae,Cactaceae,NA,SCWHR2,Sclerocactus whipplei,SCWHI,Sclerocactus whipplei,NA,NA,Sclerocactus parviflorus,Includes sclerocactus contortus & sclerocactus terrae-canyonae,Small-flower fishhook cactus,DwarfShrub,Perennial,Native,0,FALSE,1,TRUE,SCLWHI,UPL,Upland,NA,NA
Dataset,HumanObservation,Cactaceae,SCWR,Sclerocactus wrightiae,Sclerocactus wrightiae,19766,Cactaceae,NA,NA,SCWR,Sclerocactus wrightiae,NA,NA,NA,NA,NA,NA,Wright's fishhook cactus,DwarfShrub,Perennial,Native,0,FALSE,1,TRUE,SCLWRI,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SEAT,Senecio atratus,Senecio atratus,36101,Compositae,NA,NA,SEAT,Senecio atratus,NA,NA,NA,NA,NA,NA,Black groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENATR,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SEBI2,Senecio bigelovii,Senecio bigelovii,36103,Compositae,Asteraceae,Asteraceae,SEBI2,Senecio bigelovii,SEBI2,Ligularia bigelovii,SEBI2,Senecio bigelovii,NA,NA,Nodding ragwort,Forb,Perennial,Native,0,FALSE,1,TRUE,SENBIG,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,SECAL,Secale sp.,Secale,42089,Gramineae,Poaceae,Poaceae,SECAL,Secale sp.,SECAL,Secale sp.,SECAL,Secale sp.,NA,NA,Rye,NA,NA,NA,0,FALSE,0,FALSE,SECALE,NA,NA,NA,C3
Dataset,HumanObservation,Poaceae,SECE,Secale cereale,Secale cereale,42090,Gramineae,Poaceae,NA,SECE,Secale cereale,SECE,Secale cereale,NA,NA,NA,NA,Cultivated rye,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,SECCER,UPL,Upland,NA,C3
Dataset,HumanObservation,Asteraceae,SECR,Senecio crassulus,Senecio crassulus,36116,Compositae,NA,NA,SECR,Senecio crassulus,NA,NA,NA,NA,NA,NA,Thick-leaf groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENCRA,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Crassulaceae,SEDE,Sedum debile,Sedum debile,24111,Crassulaceae,NA,NA,SEDE,Sedum debile,NA,NA,NA,NA,NA,NA,Weak-stemmed stonecrop,Forb,Perennial,Native,0,FALSE,1,TRUE,SEDDEB,UPL,Upland,NA,NA
Dataset,HumanObservation,Selaginellaceae,SEDE2,Selaginella densa,Selaginella densa,17076,Selaginellaceae,Selaginellaceae,NA,SEDE2,Selaginella densa,SEDE2,Selaginella densa,NA,NA,NA,"Includes vars standleyi, densa, & scopulorum, selaginella scopulorum. Selaginella densa & s. scopulorum treated as separate species in flora of north america (1993).",Dense spike-moss,Fern,Perennial,Native,0,FALSE,1,TRUE,SELDEN,UPL,Upland,NA,NA
Dataset,HumanObservation,Crassulaceae,SEDUM,Sedum sp.,Sedum,24103,Crassulaceae,Crassulaceae,Crassulaceae,SEDUM,Sedum sp.,SEDUM,Sedum sp.,SEDUM,Sedum sp.,NA,NA,Stonecrop,Forb,Perennial,Native,0,FALSE,0,FALSE,SEDUM,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,SEER2,Senecio eremophilus,Senecio eremophilus,36127,Compositae,Asteraceae,Asteraceae,SEER2,Senecio eremophilus,SEER2,Senecio eremophilus,SEER2,Senecio eremophilus,NA,NA,Desert ragwort,Forb,Perennial,Native,0,FALSE,1,TRUE,SENERE,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,SEFL3,Senecio flaccidus,Senecio flaccidus,505126,Compositae,Asteraceae,Asteraceae,SEFL3,Senecio douglasii,SEFL3,Senecio flaccidus,SEFL3,Senecio flaccidus,NA,NA,Threadleaf ragwort,Forb,Perennial,Native,0,FALSE,1,TRUE,SENDOU,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SEHY2,Senecio hydrophilus,Senecio hydrophilus,36144,Compositae,NA,Asteraceae,SEHY2,Senecio hydrophilus,NA,NA,SEHY2,Senecio hydrophilus,NA,NA,Water groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENHYD,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,SEIN2,Senecio integerrimus,Senecio integerrimus,36148,Compositae,Asteraceae,Asteraceae,SEIN2,Senecio integerrimus,SEIN2,Senecio integerrimus,SEIN2,Senecio integerrimus,NA,NA,Lambstongue ragwort,Forb,Perennial,Native,0,FALSE,1,TRUE,SENINT,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,SEJA,Senecio jacobaea,Senecio jacobaea,36089,Compositae,Asteraceae,Asteraceae,SEJA,Senecio jacobaea,NA,NA,SEJA,Senecio jacobaea,NA,NA,Tansy ragwort,Forb,Perennial,NonNative,0,FALSE,1,TRUE,SENJAC,NA,NA,NA,NA
Dataset,HumanObservation,Crassulaceae,SELA,Sedum lanceolatum,Sedum lanceolatum,24126,Crassulaceae,Crassulaceae,Crassulaceae,SELA,Sedum lanceolatum,AMLA6,Amerosedum lanceolatum,SELA,Sedum lanceolatum,NA,Includes ssp. lanceolatum & subalpinum,Lance-leaved stonecrop,Forb,Perennial,Native,0,FALSE,1,TRUE,SEDLAN,UPL,Upland,NA,NA
Dataset,HumanObservation,Selaginellaceae,SELAG,Selaginella sp.,Selaginella,17064,Selaginellaceae,Selaginellaceae,Selaginellaceae,SELAG,Selaginella sp.,SELAG,Selaginella sp.,SELAG,Selaginella sp.,NA,NA,Spikemoss,Fern,Perennial,Native,0,FALSE,0,FALSE,SELAGINELLA,UPL,Upland,NA,NA
Dataset,HumanObservation,Nyctaginaceae,SELIN,Selinocarpus sp.,Selinocarpus,19612,Nyctaginaceae,Nyctaginaceae,Nyctaginaceae,SELIN,Selinocarpus sp.,SELIN,Selinocarpus sp.,SELIN,Selinocarpus sp.,NA,NA,Moonpod,NA,NA,NA,0,FALSE,0,FALSE,SELINOCARPUS,NA,NA,NA,NA
Dataset,HumanObservation,Selaginellaceae,SEMU,Selaginella mutica,Selaginella mutica,17086,Selaginellaceae,Selaginellaceae,NA,SEMU,Selaginella mutica,SEMU,Selaginella mutica,NA,NA,Selaginella mutica var. mutica,NA,Blunt-leaf spike-moss,Fern,Perennial,Native,0,FALSE,1,TRUE,SELMUT,UPL,Upland,NA,NA
Dataset,HumanObservation,Nyctaginaceae,SENE5,Selinocarpus nevadensis,Selinocarpus nevadensis,19616,Nyctaginaceae,NA,NA,SEDIN,Selinocarpus diffusus,NA,NA,NA,NA,Acleisanthes nevadensis,NA,Moonpod,Forb,Perennial,Native,0,FALSE,1,TRUE,SELDIF,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SENEC,Senecio sp.,Senecio,36084,Compositae,Asteraceae,Asteraceae,SENEC,Senecio sp.,SENEC,Senecio sp.,SENEC,Senecio sp.,NA,NA,Ragwort,Forb,NA,NA,0,FALSE,0,FALSE,SENECIO,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,SEPU3,Senecio pudicus,Senecio pudicus,36172,Compositae,Asteraceae,NA,SEPU3,Senecio pudicus,LIPU6,Ligularia pudica,NA,NA,NA,NA,Bashful groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENPUD,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SESE2,Senecio serra,Senecio serra,36182,Compositae,Asteraceae,Asteraceae,SESE2,Senecio serra,SESE2,Senecio serra,SESE2,Senecio serra,NA,NA,Tall ragwort,Forb,Perennial,Native,0,FALSE,1,TRUE,SENSER,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,SESP3,Senecio spartioides,Senecio spartioides,36184,Compositae,Asteraceae,Asteraceae,SESP3,Senecio spartioides,SESP3,Senecio spartioides,SESP3,Senecio spartioides,NA,NA,Broom-like ragwort,Forb,Perennial,Native,0,FALSE,1,TRUE,SENSPA,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,SESPM,Senecio spartioides var. multicapitatus,Senecio spartioides multicapitatus,531525,Compositae,Asteraceae,NA,NA,NA,SEMU2,Senecio multicapitatus,NA,NA,NA,Varieties not recognized in flora of north america (2006),Many-headed groundsel,Forb,Perennial,Native,1,TRUE,1,TRUE,NA,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Aizoaceae,SESUV,Sesuvium sp.,Sesuvium,19903,Aizoaceae,Aizoaceae,Aizoaceae,SESUV,Sesuvium sp.,SESUV,Sesuvium sp.,SESUV,Sesuvium sp.,NA,NA,Seapurslane,NA,NA,NA,0,FALSE,0,FALSE,SESUVIUM,NA,NA,NA,NA
Dataset,HumanObservation,Poaceae,SETAR,Setaria sp.,Setaria,41229,Gramineae,Poaceae,Poaceae,SETAR,Setaria sp.,SETAR,Setaria sp.,SETAR,Setaria sp.,NA,NA,Bristlegrass,Graminoid,Annual,NonNative,0,FALSE,0,FALSE,SETARIA,NA,NA,NA,C4
Dataset,HumanObservation,Asteraceae,SETR,Senecio triangularis,Senecio triangularis,36090,Compositae,Asteraceae,NA,SETR,Senecio triangularis,SETR,Senecio triangularis,NA,NA,NA,NA,Arrowleaf groundsel,Forb,Perennial,Native,0,FALSE,1,TRUE,SENTRI,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Selaginellaceae,SEUN,Selaginella underwoodii,Selaginella underwoodii,17097,Selaginellaceae,NA,NA,SEUN,Selaginella underwoodii,NA,NA,NA,NA,NA,NA,Underwood's spike-moss,Fern,Perennial,Native,0,FALSE,1,TRUE,SELUND,UPL,Upland,NA,NA
Dataset,HumanObservation,Selaginellaceae,SEUT,Selaginella utahensis,Selaginella utahensis,17098,Selaginellaceae,NA,NA,SEUT,Selaginella utahensis,NA,NA,NA,NA,NA,NA,Utah spike-moss,Fern,Perennial,Native,0,FALSE,1,TRUE,SELUTA,UPL,Upland,NA,NA
Dataset,HumanObservation,Aizoaceae,SEVE2,Sesuvium verrucosum,Sesuvium verrucosum,19909,Aizoaceae,NA,NA,SEVE2,Sesuvium verrucosum,NA,NA,NA,Sesuvium verrucosum,NA,NA,Sea purslane,Forb,Perennial,Native,0,FALSE,1,TRUE,SESVER,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,SEVE3,Setaria verticillata,Setaria verticillata,41232,Gramineae,NA,NA,SEVE3,Setaria verticillata,NA,NA,NA,NA,NA,NA,Bur bristlegrass,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,SETVER,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Poaceae,SEVI4,Setaria viridis,Setaria viridis,41231,Gramineae,Poaceae,NA,SEVI4,Setaria viridis,SEVI4,Setaria viridis,NA,NA,NA,NA,Green bristlegrass,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,SETVIR,UPL,Upland,NA,C4
Dataset,HumanObservation,Asteraceae,SEVU,Senecio vulgaris,Senecio vulgaris,36194,Compositae,NA,NA,SEVU,Senecio vulgaris,NA,NA,NA,NA,NA,NA,Common groundsel,Forb,Annual,NonNative,0,FALSE,1,TRUE,SENVUL,UPL,Upland,NA,NA
Dataset,HumanObservation,Selaginellaceae,SEWA2,Selaginella watsonii,Selaginella watsonii,17101,Selaginellaceae,NA,NA,SEWA2,Selaginella watsonii,SEWA2,Selaginella watsonii,NA,NA,NA,NA,Watson's spike-moss,Fern,Perennial,Native,0,FALSE,1,TRUE,SELWAT,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SEWO,Senecio wootonii,Senecio wootonii,36196,NA,Asteraceae,NA,NA,NA,SEWO,Senecio wootonii,NA,NA,NA,NA,Wooton's ragwort,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,NA
Dataset,HumanObservation,Elaeagnaceae,SHAR,Shepherdia argentea,Shepherdia argentea,27778,Elaeagnaceae,Elaeagnaceae,NA,SHAR,Shepherdia argentea,SHAR,Shepherdia argentea,NA,NA,NA,NA,Silver buffaloberry,Shrub,Perennial,Native,0,FALSE,1,TRUE,SHEARG,FACW,Facultative Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Elaeagnaceae,SHCA,Shepherdia canadensis,Shepherdia canadensis,27779,Elaeagnaceae,Elaeagnaceae,Elaeagnaceae,SHCA,Shepherdia canadensis,SHCA,Shepherdia canadensis,SHCA,Shepherdia canadensis,NA,NA,Canada buffaloberry,Shrub,Perennial,Native,0,FALSE,1,TRUE,SHECAN,UPL,Upland,NA,NA
Dataset,HumanObservation,Elaeagnaceae,SHEPH,Shepherdia sp.,Shepherdia,27777,Elaeagnaceae,Elaeagnaceae,Elaeagnaceae,SHEPH,Shepherdia sp.,SHEPH,Shepherdia sp.,SHEPH,Shepherdia sp.,NA,NA,Buffaloberry,Shrub,Perennial,Native,0,FALSE,0,FALSE,SHEPHERDIA,NA,NA,NA,NA
Dataset,HumanObservation,Elaeagnaceae,SHRO,Shepherdia rotundifolia,Shepherdia rotundifolia,27780,Elaeagnaceae,NA,NA,SHRO,Shepherdia rotundifolia,SHRO,Shepherdia rotundifolia,NA,NA,NA,NA,Roundleaf buffaloberry,Shrub,Perennial,Native,0,FALSE,1,TRUE,SHEROT,UPL,Upland,NA,NA
Dataset,HumanObservation,Brassicaceae,SIAL2,Sisymbrium altissimum,Sisymbrium altissimum,23312,Cruciferae,Brassicaceae,Brassicaceae,SIAL2,Sisymbrium altissimum,SIAL2,Sisymbrium altissimum,SIAL2,Sisymbrium altissimum,NA,NA,Tumble mustard,Forb,Annual,NonNative,0,FALSE,1,TRUE,SISALT,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Caryophyllaceae,SIAN2,Silene antirrhina,Silene antirrhina,20045,Caryophyllaceae,Caryophyllaceae,NA,SIAN2,Silene antirrhina,SIAN2,Silene antirrhina,NA,NA,NA,NA,Sleepy catchfly,Forb,Annual,Native,0,FALSE,1,TRUE,SILANT,UPL,Upland,NA,NA
Dataset,HumanObservation,Rosaceae,SIBBA,Sibbaldia sp.,Sibbaldia,25307,Rosaceae,Rosaceae,Rosaceae,SIBBA,Sibbaldia sp.,SIBBA,Sibbaldia sp.,SIBBA,Sibbaldia sp.,NA,NA,Sibbaldia,NA,NA,NA,0,FALSE,0,FALSE,SIBBALDIA,NA,NA,NA,NA
Dataset,HumanObservation,Malvaceae,SICA3,Sidalcea candida,Sidalcea candida,21859,Malvaceae,Malvaceae,NA,SICA3,Sidalcea candida,SICA3,Sidalcea candida,NA,NA,NA,Includes var. candida & var. glabrata,White checker-mallow,Forb,Perennial,Native,0,FALSE,1,TRUE,SIDCAN,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Malvaceae,SIDAL,Sidalcea sp.,Sidalcea,21854,Malvaceae,Malvaceae,Malvaceae,SIDAL,Sidalcea sp.,SIDAL,Sidalcea sp.,SIDAL,Sidalcea sp.,NA,NA,Checkerbloom,Forb,Perennial,Native,0,FALSE,0,FALSE,SIDALCEA,FACW,Facultative Wetland,NA,NA
Dataset,HumanObservation,Iridaceae,SIDE4,Sisyrinchium demissum,Sisyrinchium demissum,43255,Iridaceae,NA,NA,SIDE4,Sisyrinchium demissum,NA,NA,NA,NA,NA,NA,Blue-eyed grass,Forb,Perennial,Native,0,FALSE,1,TRUE,SISDEM,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Caryophyllaceae,SIDO,Silene douglasii,Silene douglasii,20065,Caryophyllaceae,NA,NA,SIDO,Silene douglasii,NA,NA,NA,NA,Silene douglasii var. douglasii,NA,Douglas' campion,Forb,Perennial,Native,0,FALSE,1,TRUE,SILDOU,UPL,Upland,NA,NA
Dataset,HumanObservation,Caryophyllaceae,SIDR,Silene drummondii,Silene drummondii,20066,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,LYDR2,Lychnis drummondii,GADR3,Gastrolychnis drummondii,SIDR,Silene drummondii,NA,"Includes vars striata, kruckebergii, and drummondii",Drummond's catchfly,Forb,Perennial,Native,0,FALSE,1,TRUE,LYCDRU,UPL,Upland,NA,NA
Dataset,HumanObservation,Iridaceae,SIHA2,Sisyrinchium halophilum,Sisyrinchium halophilum,43263,Iridaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nevada blue-eyed grass,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Iridaceae,SIID,Sisyrinchium idahoense,Sisyrinchium idahoense,43266,Iridaceae,Iridaceae,Iridaceae,SIID,Sisyrinchium idahoense,SIID,Sisyrinchium idahoense,SIID,Sisyrinchium idahoense,NA,NA,Idaho blue-eyed grass,Forb,Perennial,Native,0,FALSE,1,TRUE,SISIDA,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Brassicaceae,SIIR,Sisymbrium irio,Sisymbrium irio,23314,Cruciferae,NA,NA,SIIR,Sisymbrium irio,NA,NA,NA,NA,NA,NA,London mustard,Forb,Annual,NonNative,0,FALSE,1,TRUE,SISIRI,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,SIJU,Sitanion jubatum,Sitanion jubatum,42098,NA,NA,NA,NA,NA,NA,NA,NA,NA,Elymus multisetus,NA,Big squirreltail,Graminoid,Perennial,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,C3
Dataset,HumanObservation,Brassicaceae,SIJU3,Sisymbrium juniperorum,Sisymbrium juniperorum,521577,NA,Brassicaceae,NA,NA,NA,THJU,Thelypodiopsis juniperorum,NA,NA,Thelypodiopsis juniperorum,NA,Juniper tumblemustard,Forb,Annual,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,NA
Dataset,HumanObservation,Caryophyllaceae,SILEN,Silene sp.,Silene,20040,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,SILEN,Silene sp.,SILEN,Silene sp.,SILEN,Silene sp.,NA,NA,Catchfly,Forb,NA,Native,0,FALSE,0,FALSE,SILENE,NA,NA,NA,NA
Dataset,HumanObservation,Brassicaceae,SILO3,Sisymbrium loeselii,Sisymbrium loeselii,23315,Cruciferae,NA,Brassicaceae,SILO3,Sisymbrium loeselii,NA,NA,SILO3,Sisymbrium loeselii,NA,NA,False london rocket,Forb,Annual,NonNative,0,FALSE,1,TRUE,SISLOE,UPL,Upland,NA,NA
Dataset,HumanObservation,Caryophyllaceae,SIME,Silene menziesii,Silene menziesii,20083,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,SIME,Silene menziesii,ANME5,Anotites menziesii,SIMEM2,Silene menziesii,Anotites menziesii var. menziesii,NA,Menzies' campion,Forb,Perennial,Native,0,FALSE,1,TRUE,SILMEN,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Iridaceae,SIMO2,Sisyrinchium montanum,Sisyrinchium montanum,43269,NA,Iridaceae,NA,NA,NA,SIMO2,Sisyrinchium montanum,NA,NA,NA,NA,Mountain blue-eyed grass,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Malvaceae,SINE3,Sidalcea neomexicana,Sidalcea neomexicana,21891,Malvaceae,Malvaceae,NA,SINE3,Sidalcea neomexicana,SINE3,Sidalcea neomexicana,NA,NA,NA,Includes var. crenulata & neomexicana,New mexico checker-mallow,Forb,Perennial,Native,0,FALSE,1,TRUE,SIDNEO,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
