Type,Basis_Of_Record,Master_Family,Master_Plant_Code,Master_Species,Scientific_Name,Taxon_ID,UT_Family,CO_Family,WY_Family,UT_Plant_Code,UT_Species,CO_Plant_Code,CO_Species,WY_Plant_Code,WY_Species,Add_Synonyms,Taxonomic_Notes,Master_Common_Name,Lifeform,Duration,Nativity,Trinomial,Trinomial_Description,Unique_Species,Unique_Species_Description,LU_Code,Wetland_Code,Wetland_Code_Description,Wetland_Code_Info_Source,Photosynthetic_Pathway
Dataset,HumanObservation,Malvaceae,SIOR,Sidalcea oregana,Sidalcea oregana,21895,Malvaceae,Malvaceae,Malvaceae,SIOR,Sidalcea oregana,SIOR,Sidalcea oregana,SIOR,Sidalcea oregana,NA,NA,Oregon checkerbloom,Forb,Perennial,Native,0,FALSE,1,TRUE,SIDORE,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Caryophyllaceae,SIPE,Silene petersonii,Silene petersonii,20104,Caryophyllaceae,NA,NA,SIPE,Silene petersonii,NA,NA,NA,NA,NA,Varieties not recognized in utah flora (2003) and flora of north america (2005). Includes var. minor & var. petersonii & silene clokeyi (nv),Peterson's campion,Forb,Perennial,Native,0,FALSE,1,TRUE,SILPET,UPL,Upland,NA,NA
Dataset,HumanObservation,Rosaceae,SIPR,Sibbaldia procumbens,Sibbaldia procumbens,25308,Rosaceae,NA,NA,SIPR,Sibbaldia procumbens,NA,NA,NA,NA,NA,NA,Creeping sibbaldia,Forb,Perennial,Native,0,FALSE,1,TRUE,SIBPRO,UPL,Upland,NA,NA
Dataset,HumanObservation,Caryophyllaceae,SISC7,Silene scouleri,Silene scouleri,20117,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,SISC7,Silene scouleri,SISC7,Silene scouleri,SISC7,Silene scouleri,NA,NA,Simple campion,Forb,Perennial,Native,0,FALSE,1,TRUE,SILSCO,UPL,Upland,NA,NA
Dataset,HumanObservation,Apiaceae,SISU2,Sium suave,Sium suave,29558,Umbelliferae,Apiaceae,Apiaceae,SISU2,Sium suave,SISU2,Sium suave,SISU2,Sium suave,NA,NA,Water parsnip,Forb,Perennial,Native,0,FALSE,1,TRUE,SIUSUA,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Brassicaceae,SISYM,Sisymbrium sp.,Sisymbrium,23311,Cruciferae,Brassicaceae,Brassicaceae,SISYM,Sisymbrium sp.,SISYM,Sisymbrium sp.,SISYM,Sisymbrium sp.,NA,NA,Hedgemustard,Forb,Annual,NonNative,0,FALSE,0,FALSE,SISYMBRIUM,NA,NA,NA,NA
Dataset,HumanObservation,Iridaceae,SISYR,Sisyrinchium sp.,Sisyrinchium,43237,Iridaceae,Iridaceae,Iridaceae,SISYR,Sisyrinchium sp.,SISYR,Sisyrinchium sp.,SISYR,Sisyrinchium sp.,NA,NA,Blue-eyed grass,Forb,Perennial,Native,0,FALSE,0,FALSE,SISYRINCHIUM,OBL,Obligate Wetland,NA,NA
Dataset,HumanObservation,Apiaceae,SIUM,Sium sp.,Sium,29557,Umbelliferae,Apiaceae,Apiaceae,SIUM,Sium sp.,SIUM,Sium sp.,SIUM,Sium sp.,NA,NA,Waterparsnip,NA,NA,NA,0,FALSE,0,FALSE,SIUM,NA,NA,NA,NA
Dataset,HumanObservation,Caryophyllaceae,SIVE,Silene verecunda,Silene verecunda,20137,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,SIVE,Silene verecunda,SIVE,Silene verecunda,SIVE,Silene verecunda,NA,NA,San francisco campion,Forb,Perennial,Native,0,FALSE,1,TRUE,SILVER,UPL,Upland,NA,NA
Dataset,HumanObservation,Brassicaceae,SMCA,Smelowskia calycina,Smelowskia calycina,23321,Cruciferae,Brassicaceae,Brassicaceae,SMCA,Smelowskia calycina,SMCA,Smelowskia calycina,SMCA,Smelowskia calycina,NA,NA,Alpine smelowskia,Forb,Perennial,Native,0,FALSE,1,TRUE,SMECAL,UPL,Upland,NA,NA
Dataset,HumanObservation,Brassicaceae,SMELO,Smelowskia sp.,Smelowskia,23319,Cruciferae,Brassicaceae,Brassicaceae,SMELO,Smelowskia sp.,SMELO,Smelowskia sp.,SMELO,Smelowskia sp.,NA,NA,Candytuft,NA,NA,NA,0,FALSE,0,FALSE,SMELOWSKIA,NA,NA,NA,NA
Dataset,HumanObservation,Liliaceae,SMILA,Smilacina sp.,Smilacina,43034,Liliaceae,NA,NA,SMILA,Smilacina sp.,NA,NA,NA,NA,NA,NA,NA,Forb,Perennial,Native,0,FALSE,0,FALSE,SMILACINA,FAC,Facultative,NA,NA
Dataset,HumanObservation,Asteraceae,SOAR2,Sonchus arvensis,Sonchus arvensis,38421,Compositae,Asteraceae,Asteraceae,SOAR2,Sonchus arvensis,SOAR2,Sonchus arvensis,SOAR2,Sonchus arvensis,NA,NA,Field sowthistle,Forb,Perennial,NonNative,0,FALSE,1,TRUE,SONARV,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,SOARU,Sonchus arvensis ssp. uliginosus,Sonchus arvensis uliginosus,38423,Compositae,Asteraceae,Asteraceae,SOUL5,Sonchus uliginosus,SOUL5,Sonchus uliginosus,SOUL5,Sonchus uliginosus,Sonchus arvensis var. glabrescens,NA,Marsh sow-thistle,Forb,Perennial,NonNative,1,TRUE,1,TRUE,SONULI,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,SOAS,Sonchus asper,Sonchus asper,38424,Compositae,Asteraceae,Asteraceae,SOAS,Sonchus asper,SOAS,Sonchus asper,SOAS,Sonchus asper,NA,NA,Spiny-leaf sow-thistle,Forb,Annual,NonNative,0,FALSE,1,TRUE,SONASP,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,SOBI2,Sorghum bicolor,Sorghum bicolor,42108,Gramineae,NA,NA,SOBI2,Sorghum bicolor,NA,NA,NA,NA,NA,NA,Grain sorghum,Graminoid,Annual,NonNative,0,FALSE,1,TRUE,SORBIC,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Solanaceae,SOCA3,Solanum carolinense,Solanum carolinense,30413,Solanaceae,NA,NA,SOCA3,Solanum carolinense,NA,NA,NA,NA,NA,NA,Carolina nightshade,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLCAR,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SOCA6,Solidago canadensis,Solidago canadensis,36224,Compositae,Asteraceae,Asteraceae,SOCA6,Solidago canadensis,SOCA6,Solidago canadensis,SOCA6,Solidago canadensis,NA,NA,Canada goldenrod,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLCAN,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Solanaceae,SODU,Solanum dulcamara,Solanum dulcamara,30414,Solanaceae,Solanaceae,Solanaceae,SODU,Solanum dulcamara,SODU,Solanum dulcamara,SODU,Solanum dulcamara,NA,NA,European bittersweet,Vine,Perennial,NonNative,0,FALSE,1,TRUE,SOLDUL,FAC,Facultative,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Solanaceae,SOEL,Solanum elaeagnifolium,Solanum elaeagnifolium,30429,Solanaceae,NA,NA,SOEL,Solanum elaeagnifolium,NA,NA,NA,NA,NA,NA,Silverleaf nightshade,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLELA,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SOGI,Solidago gigantea,Solidago gigantea,36259,Compositae,Asteraceae,NA,SOGI,Solidago gigantea,SOGI,Solidago gigantea,NA,NA,NA,NA,Late goldenrod,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLGIG,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,SOHA,Sorghum halepense,Sorghum halepense,42111,Gramineae,NA,NA,SOHA,Sorghum halepense,NA,NA,NA,NA,NA,NA,Johnson-grass,Graminoid,Perennial,NonNative,0,FALSE,1,TRUE,SORHAL,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Solanaceae,SOJA,Solanum jamesii,Solanum jamesii,30437,Solanaceae,NA,NA,SOJA,Solanum jamesii,NA,NA,NA,NA,NA,NA,James' potato,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLJAM,UPL,Upland,NA,NA
Dataset,HumanObservation,Solanaceae,SOLAN,Solanum sp.,Solanum,30412,Solanaceae,Solanaceae,Solanaceae,SOLAN,Solanum sp.,SOLAN,Solanum sp.,SOLAN,Solanum sp.,NA,NA,Nightshade,NA,NA,NA,0,FALSE,0,FALSE,SOLANUM,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,SOLID,Solidago sp.,Solidago,36223,Compositae,Asteraceae,Asteraceae,SOLID,Solidago sp.,SOLID,Solidago sp.,SOLID,Solidago sp.,NA,NA,Goldenrod,Forb,Perennial,Native,0,FALSE,0,FALSE,SOLIDAGO,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,SOMI2,Solidago missouriensis,Solidago missouriensis,36277,Compositae,Asteraceae,Asteraceae,SOMI2,Solidago missouriensis,SOMI2,Solidago missouriensis,SOMIM,Solidago missouriensis,NA,Varieties not recognized in flora of north america (2006).,Missouri goldenrod,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLMIS,FACW,Facultative Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Asteraceae,SOMU,Solidago multiradiata,Solidago multiradiata,36279,Compositae,Asteraceae,Asteraceae,SOMU,Solidago multiradiata,SOMU,Solidago multiradiata,SOMU,Solidago multiradiata,NA,NA,Rocky mountain goldenrod,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLMUL,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,SONA,Solidago nana,Solidago nana,36280,Compositae,Asteraceae,NA,SONA,Solidago nana,SONA,Solidago nana,NA,NA,NA,NA,Baby goldenrod,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLNAN,FACW,Facultative Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Asteraceae,SONCH,Sonchus sp.,Sonchus,38420,Compositae,Asteraceae,Asteraceae,SONCH,Sonchus sp.,SONCH,Sonchus sp.,SONCH,Sonchus sp.,NA,NA,Sowthistle,Forb,NA,NonNative,0,FALSE,0,FALSE,SONCHUS,NA,NA,NA,NA
Dataset,HumanObservation,Solanaceae,SONI,Solanum nigrum,Solanum nigrum,565525,Solanaceae,NA,NA,SONI4,Solanum nigrum,NA,NA,NA,NA,"Solanum ptycanthum, Solanum americanum, Solanum interius",NA,Black nightshade,Forb,Annual,NonNative,0,FALSE,1,TRUE,SOLNIG,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Fabaceae,SONU,Sophora nuttalliana,Sophora nuttalliana,26962,Leguminosae,NA,NA,SONU,Sophora nuttalliana,NA,NA,NA,NA,NA,NA,Silky sophora,Forb,Perennial,Native,0,FALSE,1,TRUE,SOPNUT,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,SONU2,Sorghastrum nutans,Sorghastrum nutans,42102,Gramineae,NA,NA,SONU2,Sorghastrum nutans,NA,NA,NA,NA,Sorghastrum avenaceum,NA,Indiangrass,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SORNUT,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Asteraceae,SOOL,Sonchus oleraceus,Sonchus oleraceus,38427,Compositae,NA,NA,SOOL,Sonchus oleraceus,NA,NA,NA,NA,NA,NA,Common sow-thistle,Forb,Annual,NonNative,0,FALSE,1,TRUE,SONOLE,UPL,Upland,NA,NA
Dataset,HumanObservation,Solanaceae,SOPH,Solanum physalifolium,Solanum physalifolium,505268,Solanaceae,Solanaceae,NA,SOSA8,Solanum sarrachoides,SOPHN,Solanum physalifolium,NA,NA,Solanum villosum,NA,Ground-cherry nightshade,Forb,Annual,NonNative,0,FALSE,1,TRUE,SOLSAR,UPL,Upland,NA,NA
Dataset,HumanObservation,Fabaceae,SOPHO,Sophora sp.,Sophora,26957,Leguminosae,Fabaceae,Fabaceae,SOPHO,Sophora sp.,SOPHO,Sophora sp.,SOPHO,Sophora sp.,NA,NA,Necklacepod,Forb,Perennial,Native,0,FALSE,0,FALSE,SOPHORA,UPL,Upland,NA,NA
Dataset,HumanObservation,Rosaceae,SORBU,Sorbus sp.,Sorbus,25318,Rosaceae,Rosaceae,Rosaceae,SORBU,Sorbus sp.,SORBU,Sorbus sp.,SORBU,Sorbus sp.,NA,NA,Mountain ash,NA,NA,NA,0,FALSE,0,FALSE,SORBUS,NA,NA,NA,NA
Dataset,HumanObservation,Poaceae,SORGH,Sorghastrum sp.,Sorghastrum,42099,Gramineae,Poaceae,Poaceae,SORGH,Sorghastrum sp.,SORGH,Sorghastrum sp.,SORGH,Sorghastrum sp.,NA,NA,Indiangrass,NA,NA,NA,0,FALSE,0,FALSE,SORGHASTRUM,NA,NA,NA,C4
Dataset,HumanObservation,Poaceae,SORGH2,Sorghum sp.,Sorghum,42106,Gramineae,Poaceae,Poaceae,SORGH2,Sorghum sp.,SORGH2,Sorghum sp.,SORGH2,Sorghum sp.,NA,NA,Sorghum,Graminoid,NA,NonNative,0,FALSE,0,FALSE,SORGHUM,FACU,Facultative Upland,NA,C4
Dataset,HumanObservation,Solanaceae,SORO,Solanum rostratum,Solanum rostratum,30454,Solanaceae,Solanaceae,NA,SORO,Solanum rostratum,SORO,Solanum rostratum,NA,NA,NA,NA,Buffalobur,Forb,Annual,Native,0,FALSE,1,TRUE,SOLROS,UPL,Upland,NA,NA
Dataset,HumanObservation,Rosaceae,SOSC2,Sorbus scopulina,Sorbus scopulina,25326,Rosaceae,Rosaceae,NA,SOSC2,Sorbus scopulina,SOSC2,Sorbus scopulina,NA,NA,Sorbus scopulina var. scopulina,NA,Rock mountain-ash,Shrub,Perennial,Native,0,FALSE,1,TRUE,SORSCO,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Asteraceae,SOSI3,Solidago simplex,Solidago simplex,505288,Compositae,Asteraceae,Asteraceae,SOSI3,Solidago simplex,SOSI3,Solidago simplex,SOSI3,Solidago simplex,NA,NA,Mt. Albert goldenrod,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLSIM,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Fabaceae,SOST4,Sophora stenophylla,Sophora stenophylla,26964,Leguminosae,NA,NA,SOST4,Sophora stenophylla,NA,NA,NA,NA,NA,NA,Silvery sophora,Forb,Perennial,Native,0,FALSE,1,TRUE,SOPSTE,UPL,Upland,NA,NA
Dataset,HumanObservation,Solanaceae,SOTR,Solanum triflorum,Solanum triflorum,30461,Solanaceae,Solanaceae,Solanaceae,SOTR,Solanum triflorum,SOTR,Solanum triflorum,SOTR,Solanum triflorum,NA,NA,Cut-leaf nightshade,Forb,Annual,Native,0,FALSE,1,TRUE,SOLTRI,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SOVE6,Solidago velutina,Solidago velutina,505290,Compositae,Asteraceae,Asteraceae,SOVE6,Solidago velutina,SOVE6,Solidago velutina,SOVE6,Solidago velutina,"Solidago sparsiflora, Solidago velutina var. sparsiflora",NA,Three-nerve goldenrod,Forb,Perennial,Native,0,FALSE,1,TRUE,SOLVEL,FACU,Facultative Upland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Poaceae,SPAI,Sporobolus airoides,Sporobolus airoides,42128,Gramineae,Poaceae,Poaceae,SPAI,Sporobolus airoides,SPAI,Sporobolus airoides,SPAI,Sporobolus airoides,NA,NA,Alkali sacaton,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SPOAIR,FAC,Facultative,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Malvaceae,SPAM2,Sphaeralcea ambigua,Sphaeralcea ambigua,21910,Malvaceae,Malvaceae,Malvaceae,SPAM2,Sphaeralcea ambigua,SPAM2,Sphaeralcea ambigua,SPAM2,Sphaeralcea ambigua,NA,NA,Desert globemallow,Forb,Perennial,Native,0,FALSE,1,TRUE,SPHAMB,UPL,Upland,NA,NA
Dataset,HumanObservation,Sparganiaceae,SPAN2,Sparganium angustifolium,Sparganium angustifolium,42318,Sparganiaceae,NA,NA,SPAN2,Sparganium angustifolium,NA,NA,NA,NA,NA,NA,Narrowleaved burr-reed,Forb,Perennial,Native,0,FALSE,1,TRUE,SPAANG,OBL,Obligate Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Malvaceae,SPAN3,Sphaeralcea angustifolia,Sphaeralcea angustifolia,21915,Malvaceae,NA,NA,SPAN3,Sphaeralcea angustifolia,NA,NA,NA,NA,NA,NA,Narrowleaf globemallow,Forb,Perennial,Native,0,FALSE,1,TRUE,SPHANG,UPL,Upland,NA,NA
Dataset,HumanObservation,Asteraceae,SPAR2,Sphaeromeria argentea,Sphaeromeria argentea,38430,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tanacetum nuttallii,NA,Silver chicken-sage,Forb,Perennial,Native,0,FALSE,1,TRUE,NA,UPL,Upland,NA,NA
Dataset,HumanObservation,Sparganiaceae,SPARG,Sparganium sp.,Sparganium,42312,Sparganiaceae,Sparganiaceae,Sparganiaceae,SPARG,Sparganium sp.,SPARG,Sparganium sp.,SPARG,Sparganium sp.,NA,NA,Bur-reed,Forb,Perennial,NA,0,FALSE,0,FALSE,SPARGANIUM,OBL,Obligate Wetland,NA,NA
Dataset,HumanObservation,Poaceae,SPART,Spartina sp.,Spartina,41266,Gramineae,Poaceae,Poaceae,SPART,Spartina sp.,SPART,Spartina sp.,SPART,Spartina sp.,NA,NA,Cordgrass,Graminoid,Perennial,Native,0,FALSE,0,FALSE,SPARTINA,NA,NA,NA,C4
Dataset,HumanObservation,Asteraceae,SPCA8,Sphaeromeria capitata,Sphaeromeria capitata,38432,Compositae,NA,NA,SPCA8,Sphaeromeria capitata,NA,NA,NA,NA,Tanacetum capitatum,NA,Cluster-head chicken-sage,Forb,Perennial,Native,0,FALSE,1,TRUE,SPHCAP,UPL,Upland,NA,NA
Dataset,HumanObservation,Malvaceae,SPCO,Sphaeralcea coccinea,Sphaeralcea coccinea,21920,Malvaceae,Malvaceae,Malvaceae,SPCO,Sphaeralcea coccinea,SPCOD,Sphaeralcea coccinea,SPCO,Sphaeralcea coccinea,NA,"Includes ssp. coccinea, elata, & dissecta",Scarlet globe-mallow,Forb,Perennial,Native,0,FALSE,1,TRUE,SPHCOC,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,SPCO16,Sporobolus compositus,Sporobolus compositus,507182,Gramineae,NA,NA,SPAS,Sporobolus asper,NA,NA,NA,NA,NA,NA,Tall dropseed,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SPOASP,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,SPCO17,Sporobolus coromandelianus,Sporobolus coromandelianus,507183,Gramineae,NA,NA,SPPU2,Sporobolus pulvinatus,NA,NA,NA,NA,Sporobolus pyramidatus,NA,Cushion dropseed,Graminoid,Annual,Native,0,FALSE,1,TRUE,SPOPUL,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,SPCO4,Sporobolus contractus,Sporobolus contractus,42131,Gramineae,Poaceae,NA,SPCO4,Sporobolus contractus,SPCO4,Sporobolus contractus,NA,NA,NA,NA,Spike dropseed,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SPOCON,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,SPCR,Sporobolus cryptandrus,Sporobolus cryptandrus,42132,Gramineae,Poaceae,NA,SPCR,Sporobolus cryptandrus,SPCR,Sporobolus cryptandrus,NA,NA,NA,NA,Sand dropseed,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SPOCRY,FACU,Facultative Upland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Asteraceae,SPDI5,Sphaeromeria diversifolia,Sphaeromeria diversifolia,38433,Compositae,NA,NA,SPDI5,Sphaeromeria diversifolia,NA,NA,NA,NA,Tanacetum diversifolium,NA,Differentleaf sphaeromeria,DwarfShrub,Perennial,Native,0,FALSE,1,TRUE,SPHDIV,UPL,Upland,NA,NA
Dataset,HumanObservation,Orchidaceae,SPDI6,Spiranthes diluvialis,Spiranthes diluvialis,196426,Orchidaceae,Orchidaceae,NA,SPDI6,Spiranthes diluvialis,SPDI6,Spiranthes diluvialis,NA,NA,NA,Reported as spiranthes cernua & spiranthes romanzoffiana var. porrifolia in intermountain flora (1977).,Ute ladies'-tresses,Forb,Perennial,Native,0,FALSE,1,TRUE,SPIDIL,FACW,Facultative Wetland,"Welsh et al. 2008. Utah flora, 4th ed.",NA
Dataset,HumanObservation,Sparganiaceae,SPEM2,Sparganium emersum,Sparganium emersum,42315,Sparganiaceae,NA,Sparganiaceae,SPEM2,Sparganium emersum,NA,NA,SPEM2,Sparganium emersum,"Sparganum simplex, Sparganium erectum ssp. stoloniferum",NA,Emersed burr-reed,Forb,Perennial,NonNative,0,FALSE,1,TRUE,SPAEME,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Caryophyllaceae,SPERG2,Spergularia sp.,Spergularia,20150,Caryophyllaceae,Caryophyllaceae,Caryophyllaceae,SPERG2,Spergularia sp.,SPERG2,Spergularia sp.,SPERG2,Spergularia sp.,NA,NA,Sandspurry,Forb,Annual,NonNative,0,FALSE,0,FALSE,SPERGULARIA,NA,NA,NA,NA
Dataset,HumanObservation,Sparganiaceae,SPEU,Sparganium eurycarpum,Sparganium eurycarpum,42316,Sparganiaceae,NA,NA,SPEU,Sparganium eurycarpum,NA,NA,NA,NA,NA,NA,Giant burr-reed,Forb,Perennial,Native,0,FALSE,1,TRUE,SPAEUR,OBL,Obligate Wetland,"Plants.usda.gov, 5/2011",NA
Dataset,HumanObservation,Poaceae,SPFL2,Sporobolus flexuosus,Sporobolus flexuosus,42137,Gramineae,Poaceae,NA,SPFL2,Sporobolus flexuosus,SPFL2,Sporobolus flexuosus,NA,NA,NA,NA,Mesa dropseed,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SPOFLE,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,SPGI,Sporobolus giganteus,Sporobolus giganteus,42138,Gramineae,NA,NA,SPGI,Sporobolus giganteus,NA,NA,NA,NA,NA,NA,Giant dropseed,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SPOGIG,UPL,Upland,NA,C4
Dataset,HumanObservation,Poaceae,SPGR,Spartina gracilis,Spartina gracilis,41270,Gramineae,Poaceae,Poaceae,SPGR,Spartina gracilis,SPGR,Spartina gracilis,SPGR,Spartina gracilis,NA,NA,Alkali cordgrass,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SPAGRA,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",C4
Dataset,HumanObservation,Malvaceae,SPGR2,Sphaeralcea grossulariifolia,Sphaeralcea grossulariifolia,21939,Malvaceae,NA,NA,SPGR2,Sphaeralcea grossulariifolia,NA,NA,NA,NA,Sphaeralcea grossulariifolia var. grossulariifolia,NA,Gooseberry-leaf globemallow,Forb,Perennial,Native,0,FALSE,1,TRUE,SPHGRO,UPL,Upland,NA,NA
Dataset,HumanObservation,Malvaceae,SPHAE,Sphaeralcea sp.,Sphaeralcea,21909,NA,NA,NA,SPHAE,Sphaeralcea sp.,NA,NA,NA,NA,NA,NA,Globemallow (sp).,Forb,Perennial,Native,0,FALSE,0,FALSE,SPHAERALCEA,NA,NA,NA,NA
Dataset,HumanObservation,Fabaceae,SPHAE2,Sphaerophysa sp.,Sphaerophysa,26968,Leguminosae,Fabaceae,Fabaceae,SPHAE2,Sphaerophysa sp.,SPHAE2,Sphaerophysa sp.,SPHAE2,Sphaerophysa sp.,NA,NA,Sphaerophysa,NA,NA,NA,0,FALSE,0,FALSE,SPHAEROPHYSA,NA,NA,NA,NA
Dataset,HumanObservation,Asteraceae,SPHAE3,Sphaeromeria sp.,Sphaeromeria,38429,Compositae,Asteraceae,Asteraceae,SPHAE3,Sphaeromeria sp.,SPHAE3,Sphaeromeria sp.,SPHAE3,Sphaeromeria sp.,NA,NA,Chickensage,NA,Perennial,Native,0,FALSE,0,FALSE,SPHAEROMERIA,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,SPHEN,Sphenopholis sp.,Sphenopholis,41278,Gramineae,Poaceae,Poaceae,SPHEN,Sphenopholis sp.,SPHEN,Sphenopholis sp.,SPHEN,Sphenopholis sp.,NA,NA,Wedgescale,NA,NA,NA,0,FALSE,0,FALSE,SPHENOPHOLIS,NA,NA,NA,C3
Dataset,HumanObservation,Chenopodiaceae,SPINA,Spinacia sp.,Spinacia,20708,Chenopodiaceae,Chenopodiaceae,Chenopodiaceae,SPINA,Spinacia sp.,SPINA,Spinacia sp.,SPINA,Spinacia sp.,NA,NA,Spinach,NA,NA,NA,0,FALSE,0,FALSE,SPINACIA,NA,NA,NA,NA
Dataset,HumanObservation,Orchidaceae,SPIRA2,Spiranthes sp.,Spiranthes,43443,Orchidaceae,Orchidaceae,Orchidaceae,SPIRA2,Spiranthes sp.,SPIRA2,Spiranthes sp.,SPIRA2,Spiranthes sp.,NA,NA,Lady's tresses,Forb,Perennial,Native,0,FALSE,0,FALSE,SPIRANTHES,FACW,Facultative Wetland,NA,NA
Dataset,HumanObservation,Malvaceae,SPJA3,Sphaeralcea janeae,Sphaeralcea janeae,505320,Malvaceae,NA,NA,SPJA3,Sphaeralcea janeae,NA,NA,NA,NA,Sphaeralcea leptophylla var. janeae,NA,Jane's globemallow,Forb,Perennial,Native,0,FALSE,1,TRUE,SPHJAN,UPL,Upland,NA,NA
Dataset,HumanObservation,Malvaceae,SPLE,Sphaeralcea leptophylla,Sphaeralcea leptophylla,21947,Malvaceae,NA,NA,SPLE,Sphaeralcea leptophylla,NA,NA,NA,NA,NA,NA,Slenderleaf globemallow,Forb,Perennial,Native,0,FALSE,1,TRUE,SPHLEP,UPL,Upland,NA,NA
Dataset,HumanObservation,Malvaceae,SPMU2,Sphaeralcea munroana,Sphaeralcea munroana,21949,Malvaceae,NA,Malvaceae,SPMU2,Sphaeralcea munroana,NA,NA,SPMU2,Sphaeralcea munroana,NA,Includes ssp. munroana & subrhomboidea recognized in intermountain flora (2005),White-stem globe-mallow,Forb,Perennial,Native,0,FALSE,1,TRUE,SPHMUN,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,SPOB,Sphenopholis obtusata,Sphenopholis obtusata,41279,Gramineae,Poaceae,NA,SPOB,Sphenopholis obtusata,SPOB,Sphenopholis obtusata,NA,NA,Sphenopholis obtusata var. obtusata,NA,Prairie wedgegrass,Graminoid,Perennial,Native,0,FALSE,1,TRUE,SPHOBT,FACW,Facultative Wetland,"Plants.usda.gov, 5/2011",C3
Dataset,HumanObservation,Chenopodiaceae,SPOL,Spinacia oleracea,Spinacia oleracea,20709,Chenopodiaceae,NA,NA,SPOL,Spinacia oleracea,NA,NA,NA,NA,NA,NA,Spinach,Forb,Annual,NonNative,0,FALSE,1,TRUE,SPIOLE,UPL,Upland,NA,NA
Dataset,HumanObservation,Poaceae,SPORO,Sporobolus sp.,Sporobolus,42115,NA,NA,NA,SPORO,Sporobolus sp.,NA,NA,NA,NA,NA,NA,Dropseed (sp).,Graminoid,NA,Native,0,FALSE,0,FALSE,SPOROBOLUS,NA,NA,NA,C4
